5.015510204081632,0.1626,40
5.294149659863946,0.1858,35
5.5495691609977325,0.1858,38
5.828208616780046,0.209,40
6.130068027210885,0.209,38
6.408707482993197,0.1858,35
6.664126984126984,0.209,33
6.942766439909297,0.1626,35
7.22140589569161,0.1858,40
7.500045351473923,0.1858,35
7.75546485260771,0.1626,38
8.080544217687075,0.209,40
8.359183673469389,0.1626,38
8.6378231292517,0.1626,35
8.800362811791382,0.04645,33
8.893242630385487,0.209,33
9.1718820861678,0.1394,35
9.450521541950113,0.1626,40
9.729160997732427,0.1858,35
10.00780045351474,0.1626,38
10.286439909297052,0.2322,40
10.565079365079365,0.209,38
10.843718820861678,0.1858,35
11.099138321995465,0.1858,33
11.377777777777778,0.1626,35
11.656417233560092,0.1858,40
11.95827664399093,0.1858,35
12.213696145124716,0.1394,38
12.515555555555556,0.209,40
12.794195011337868,0.1858,38
13.072834467120181,0.1858,35
13.328253968253968,0.2322,33
13.606893424036281,0.1394,35
13.908752834467121,0.1626,40
14.187392290249432,0.1626,35
14.349931972789115,0.04645,34
14.44281179138322,0.1626,38
14.721451247165533,0.209,40
15.023310657596372,0.209,38
15.301950113378684,0.1858,35
15.603809523809524,0.1161,33
15.81278911564626,0.1858,35
16.114648526077097,0.1858,40
16.39328798185941,0.1858,35
16.648707482993196,0.1626,38
16.950566893424035,0.2322,40
17.22920634920635,0.1858,38
17.531065759637187,0.1626,35
17.69360544217687,0.04645,33
17.786485260770974,0.209,33
18.04190476190476,0.1626,35
18.320544217687075,0.1858,45
18.622403628117915,0.1858,40
18.877823129251702,0.2554,43
19.202902494331067,0.1858,45
19.760181405895693,0.1626,40
20.01560090702948,0.1626,38
20.317460317460316,0.1626,40
20.572879818594103,0.1626,45
20.851519274376418,0.1626,40
21.106938775510205,0.209,43
21.408798185941045,0.1858,45
21.989297052154196,0.1394,40
22.221496598639455,0.1858,38
22.50013605442177,0.1626,35
22.77877551020408,0.1858,40
23.08063492063492,0.1626,35
23.312834467120183,0.1858,38
23.61469387755102,0.209,40
23.91655328798186,0.1626,38
24.19519274376417,0.1626,35
24.450612244897957,0.209,33
24.729251700680273,0.1626,35
25.007891156462584,0.1858,40
25.2865306122449,0.1858,35
25.56517006802721,0.1626,38
25.843809523809522,0.209,40
26.122448979591837,0.1858,38
26.40108843537415,0.04645,35
26.470748299319727,0.1161,35
26.656507936507936,0.209,33
